Sender,Receiver,Direction,Document ID,Document Descriptions,Document Status,Document Type,Task,Booking ID,Status,Start Time,Carrier,Senders,Documents,Loads
AMO Australia Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,82_PO6730639,ASN,,ASN,Task 2,MDB-24-PM55-X7SD,Completed,14/02/2024 10:30,TEAM GLOBAL EXPRESS,AMO Australia Pty Limited,82_PO6730639,ASN: 1
Henkel Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6690830,PO,,PO,Task 1,MDB-24-XZV6-2LV3,Cancelled,,Mainfreight,Henkel Australia Pty Ltd,PO6690830,Inbound Pallets (Lifts): 3
Bunjie Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6755113,PO,,PO,Task 2,MDB-24-XZV6-2LV3,Cancelled,,Mainfreight,Bunjie Pty Ltd,PO6755113,Inbound Pallets (Lifts): 2
Optica Life Accessories Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6748895,PO,,PO,Task 3,MDB-24-XZV6-2LV3,Cancelled,,Mainfreight,Optica Life Accessories Limited,PO6748895,Inbound Pallets (Lifts): 2
Optica Life Accessories Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,203_PO6748895,ASN,,ASN,Task 4,MDB-24-XZV6-2LV3,Cancelled,,Mainfreight,Optica Life Accessories Limited,203_PO6748895,ASN: 1
Nature's Care,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6705319,PO,,PO,Task 1,MDB-24-3S5Y-S45B,Cancelled,,CTI Interstate,Nature's Care,PO6705319,Inbound Pallets (Lifts): 5
Nature's Care,Chemist Warehouse - WA1 - South Guildford,Inbound,636_PO6705319,ASN,,ASN,Task 2,MDB-24-3S5Y-S45B,Cancelled,,CTI Interstate,Nature's Care,636_PO6705319,ASN: 1
The Better Health Company Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6757555,PO,,PO,Task 1,MDB-24-YJ6L-Z943,Completed,15/02/2024 7:30,DHL SUPPLY CHAIN,The Better Health Company Australia Pty Ltd,PO6757555,Inbound Pallets (Lifts): 1
The Better Health Company Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,1195303364_PO6757555,ASN,,ASN,Task 2,MDB-24-YJ6L-Z943,Completed,15/02/2024 7:30,DHL SUPPLY CHAIN,The Better Health Company Australia Pty Ltd,1195303364_PO6757555,ASN: 1
The Better Health Company Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,1196449184_PO6757555,ASN,,ASN,Task 3,MDB-24-YJ6L-Z943,Completed,15/02/2024 7:30,DHL SUPPLY CHAIN,The Better Health Company Australia Pty Ltd,1196449184_PO6757555,ASN: 1
The Better Health Company Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,1196794947_PO6757555,ASN,,ASN,Task 4,MDB-24-YJ6L-Z943,Completed,15/02/2024 7:30,DHL SUPPLY CHAIN,The Better Health Company Australia Pty Ltd,1196794947_PO6757555,ASN: 1
The Better Health Company Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,1197217451_PO6757555,ASN,,ASN,Task 5,MDB-24-YJ6L-Z943,Completed,15/02/2024 7:30,DHL SUPPLY CHAIN,The Better Health Company Australia Pty Ltd,1197217451_PO6757555,ASN: 1
Sanofi-Aventis Healthcare Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6747162,PO,,PO,Task 1,MDB-24-YX56-LPLL,Completed,15/02/2024 8:30,Linfox Healthcare Kewdale,Sanofi-Aventis Healthcare Pty Ltd,PO6747162,Inbound Pallets (Lifts): 5
Sanofi-Aventis Healthcare Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,0226526109_PO6747162,ASN,,ASN,Task 2,MDB-24-YX56-LPLL,Completed,15/02/2024 8:30,Linfox Healthcare Kewdale,Sanofi-Aventis Healthcare Pty Ltd,0226526109_PO6747162,ASN: 1
Wanderlust Products Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6720640,PO,,PO,Task 1,MDB-24-D8LV-LG3S,Completed,15/02/2024 9:15,SADLEIRS TRANSPORT,Wanderlust Products Pty Ltd,PO6720640,Inbound Pallets (Lifts): 1
Wanderlust Products Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,369_PO6720640,ASN,,ASN,Task 2,MDB-24-D8LV-LG3S,Completed,15/02/2024 9:15,SADLEIRS TRANSPORT,Wanderlust Products Pty Ltd,369_PO6720640,ASN: 1
B.Box for Kids,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6725768,PO,,PO,Task 1,MDB-24-SMQ7-GVY0,Completed,15/02/2024 9:30,Border Express Perth ,B.Box for Kids,PO6725768,Inbound Pallets (Lifts): 1
B.Box for Kids,Chemist Warehouse - WA1 - South Guildford,Inbound,590_PO6725768,ASN,,ASN,Task 2,MDB-24-SMQ7-GVY0,Completed,15/02/2024 9:30,Border Express Perth ,B.Box for Kids,590_PO6725768,ASN: 1
Naos Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,360_PO6731262,ASN,,ASN,Task 3,MDB-24-SMQ7-GVY0,Completed,15/02/2024 9:30,Border Express Perth ,Naos Australia Pty Ltd,360_PO6731262,ASN: 1
Naos Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6731262,PO,,PO,Task 4,MDB-24-SMQ7-GVY0,Completed,15/02/2024 9:30,Border Express Perth ,Naos Australia Pty Ltd,PO6731262,Inbound Pallets (Lifts): 1
Naos Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6741382,PO,,PO,Task 5,MDB-24-SMQ7-GVY0,Completed,15/02/2024 9:30,Border Express Perth ,Naos Australia Pty Ltd,PO6741382,Inbound Pallets (Lifts): 1
Naos Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,361_PO6741382,ASN,,ASN,Task 6,MDB-24-SMQ7-GVY0,Completed,15/02/2024 9:30,Border Express Perth ,Naos Australia Pty Ltd,361_PO6741382,ASN: 1
Wella Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6740807,PO,,PO,Task 7,MDB-24-SMQ7-GVY0,Completed,15/02/2024 9:30,Border Express Perth ,Wella Australia Pty Ltd,PO6740807,Inbound Pallets (Lifts): 14
Wella Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,3031533986_PO6740807,ASN,,ASN,Task 8,MDB-24-SMQ7-GVY0,Completed,15/02/2024 9:30,Border Express Perth ,Wella Australia Pty Ltd,3031533986_PO6740807,ASN: 1
Expanscience Laboratories Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6747693,PO,,PO,Task 1,MDB-24-7YLL-YRLY,Completed,15/02/2024 10:15,Startrack Express Perth,Expanscience Laboratories Pty Ltd,PO6747693,Inbound Pallets (Lifts): 1
Expanscience Laboratories Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,340_PO6747693,ASN,,ASN,Task 2,MDB-24-7YLL-YRLY,Completed,15/02/2024 10:15,Startrack Express Perth,Expanscience Laboratories Pty Ltd,340_PO6747693,ASN: 1
French Favorites,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6754739,PO,,PO,Task 1,MDB-24-5P4J-M846,Completed,15/02/2024 10:20,Startrack Express Perth,French Favorites,PO6754739,Inbound Cartons (Lifts): 4
French Favorites,Chemist Warehouse - WA1 - South Guildford,Inbound,193_PO6754739,ASN,,ASN,Task 2,MDB-24-5P4J-M846,Completed,15/02/2024 10:20,Startrack Express Perth,French Favorites,193_PO6754739,ASN: 1
Consumables,Chemist Warehouse - WA1 - South Guildford,Inbound,Consumables,,,,Task 3,MDB-24-5P4J-M846,Completed,15/02/2024 10:20,Startrack Express Perth,Consumables,Consumables,Inbound Cartons (Lifts): 1
Retail Information Sessions,Chemist Warehouse - WA1 - South Guildford,Inbound,Retail Information Sessions,,,,Task 4,MDB-24-5P4J-M846,Completed,15/02/2024 10:20,Startrack Express Perth,Retail Information Sessions,Retail Information Sessions,Inbound Cartons (Lifts): 1
Bausch & Lomb (Australia) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6683242,PO,,PO,Task 1,MDB-24-R7Z1-GV4J,Completed,15/02/2024 10:30,AirRoad,Bausch & Lomb (Australia) Pty Ltd,PO6683242,Inbound Pallets (Lifts): 5
Bausch & Lomb (Australia) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,1879_PO6683242,ASN,,ASN,Task 2,MDB-24-R7Z1-GV4J,Completed,15/02/2024 10:30,AirRoad,Bausch & Lomb (Australia) Pty Ltd,1879_PO6683242,ASN: 1
Care Pharmaceuticals,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6713668,PO,,PO,Task 1,MDB-24-SJ23-QZQ0,Completed,15/02/2024 11:00,Mainfreight,Care Pharmaceuticals,PO6713668,Inbound Pallets (Lifts): 7
Moogoo Skin Care Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6756624,PO,,PO,Task 1,MDB-24-5BV2-6JV9,Completed,15/02/2024 11:30,Cameron,Moogoo Skin Care Pty Ltd,PO6756624,Inbound Pallets (Lifts): 2
Moogoo Skin Care Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,166_PO6756624,ASN,,ASN,Task 2,MDB-24-5BV2-6JV9,Completed,15/02/2024 11:30,Cameron,Moogoo Skin Care Pty Ltd,166_PO6756624,ASN: 1
Arrow Pharmaceuticals Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6740820,PO,,PO,Task 1,MDB-24-4DLQ-RGVL,Completed,15/02/2024 14:15,DHL,Arrow Pharmaceuticals Pty Ltd,PO6740820,Inbound Cartons (Lifts): 1
The Infant Food Co. Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6739906_PO6739906,ASN,,ASN,Task 1,MDB-24-D796-5JR2,Completed,16/02/2024 6:30,Mainfreight,The Infant Food Co. Pty Limited,PO6739906_PO6739906,ASN: 1
The Infant Food Co. Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6739906,PO,,PO,Task 2,MDB-24-D796-5JR2,Completed,16/02/2024 6:30,Mainfreight,The Infant Food Co. Pty Limited,PO6739906,Inbound Pallets (Lifts): 5
Henkel Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6690830,PO,,PO,Task 3,MDB-24-D796-5JR2,Completed,16/02/2024 6:30,Mainfreight,Henkel Australia Pty Ltd,PO6690830,Inbound Pallets (Lifts): 3
Bunjie Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,230_PO6755113,ASN,,ASN,Task 4,MDB-24-D796-5JR2,Completed,16/02/2024 6:30,Mainfreight,Bunjie Pty Ltd,230_PO6755113,ASN: 1
Comvita Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,AS198401_PO6725109,ASN,,ASN,Task 5,MDB-24-D796-5JR2,Completed,16/02/2024 6:30,Mainfreight,Comvita Australia Pty Ltd,AS198401_PO6725109,ASN: 1
Comvita Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6725109,PO,,PO,Task 6,MDB-24-D796-5JR2,Completed,16/02/2024 6:30,Mainfreight,Comvita Australia Pty Ltd,PO6725109,Inbound Pallets (Lifts): 2
Optica Life Accessories Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6748895,PO,,PO,Task 7,MDB-24-D796-5JR2,Completed,16/02/2024 6:30,Mainfreight,Optica Life Accessories Limited,PO6748895,Inbound Pallets (Lifts): 2
Bunjie Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6755113,PO,,PO,Task 8,MDB-24-D796-5JR2,Completed,16/02/2024 6:30,Mainfreight,Bunjie Pty Ltd,PO6755113,Inbound Pallets (Lifts): 1
Bunjie Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6740955,PO,,PO,Task 9,MDB-24-D796-5JR2,Completed,16/02/2024 6:30,Mainfreight,Bunjie Pty Ltd,PO6740955,Inbound Pallets (Lifts): 1
Bunjie Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,225_PO6740955,ASN,,ASN,Task 10,MDB-24-D796-5JR2,Completed,16/02/2024 6:30,Mainfreight,Bunjie Pty Ltd,225_PO6740955,ASN: 1
Polished Brands,Chemist Warehouse - WA1 - South Guildford,Inbound,37961_PO6731100,ASN,,ASN,Task 1,MDB-24-RY54-11LB,Completed,16/02/2024 7:00,CTI Interstate,Polished Brands,37961_PO6731100,ASN: 1
Polished Brands,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6731100,PO,,PO,Task 2,MDB-24-RY54-11LB,Completed,16/02/2024 7:00,CTI Interstate,Polished Brands,PO6731100,Inbound Pallets (Lifts): 2
Church & Dwight Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6747525,PO,,PO,Task 1,MDB-24-543L-QPSD,Completed,16/02/2024 7:15,Skippers Transport,Church & Dwight Pty Ltd,PO6747525,Inbound Pallets (Lifts): 2
Church & Dwight Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,34199_PO6747525,ASN,,ASN,Task 2,MDB-24-543L-QPSD,Completed,16/02/2024 7:15,Skippers Transport,Church & Dwight Pty Ltd,34199_PO6747525,ASN: 1
Endeavour Consumer Health,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6747235,PO,,PO,Task 3,MDB-24-543L-QPSD,Completed,16/02/2024 7:15,Skippers Transport,Endeavour Consumer Health,PO6747235,Inbound Pallets (Lifts): 1
Endeavour Consumer Health,Chemist Warehouse - WA1 - South Guildford,Inbound,PSS-2026562_PO6747235,ASN,,ASN,Task 4,MDB-24-543L-QPSD,Completed,16/02/2024 7:15,Skippers Transport,Endeavour Consumer Health,PSS-2026562_PO6747235,ASN: 1
DHL Exel Supply Chain (Australia) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6725671,PO,,PO,Task 1,MDB-24-JZY0-YQGS,Completed,16/02/2024 7:30,DHL SUPPLY CHAIN,DHL Exel Supply Chain (Australia) Pty Ltd,PO6725671,Inbound Pallets (Lifts): 6
Alcon Laboratories (Australia) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6720690,PO,,PO,Task 2,MDB-24-JZY0-YQGS,Completed,16/02/2024 7:30,DHL SUPPLY CHAIN,Alcon Laboratories (Australia) Pty Ltd,PO6720690,Inbound Pallets (Lifts): 6
Alcon Laboratories (Australia) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,1608667096_PO6720690,ASN,,ASN,Task 3,MDB-24-JZY0-YQGS,Completed,16/02/2024 7:30,DHL SUPPLY CHAIN,Alcon Laboratories (Australia) Pty Ltd,1608667096_PO6720690,ASN: 1
Nutricia Australia Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6739260,PO,,PO,Task 4,MDB-24-JZY0-YQGS,Completed,16/02/2024 7:30,DHL SUPPLY CHAIN,Nutricia Australia Pty Limited,PO6739260,Inbound Pallets (Lifts): 2
Kimberley Clark,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6774971,PO,,PO,Task 1,MDB-24-JM87-ZMR4,Completed,16/02/2024 8:15,Toll KCA,Kimberley Clark,PO6774971,Inbound Pallets (Lifts): 19
Bayer Australia Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6757281,PO,,PO,Task 1,MDB-24-R0MB-41D6,Completed,16/02/2024 8:30,DHL SUPPLY CHAIN,Bayer Australia Ltd,PO6757281,Inbound Pallets (Lifts): 2
Bayer Australia Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,0133157381_PO6757281,ASN,,ASN,Task 2,MDB-24-R0MB-41D6,Completed,16/02/2024 8:30,DHL SUPPLY CHAIN,Bayer Australia Ltd,0133157381_PO6757281,ASN: 1
Revlon Australia Pty Limited,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6756700,PO,,PO,Task 1,MDB-24-3L2P-G1V9,Completed,16/02/2024 11:56,DHL,Revlon Australia Pty Limited,PO6756700,Inbound Cartons (Lifts): 8
Chemist Warehouse - WA1 - South Guildford,Chemist Warehouse - WA1 - South Guildford,Inbound,TO,,,TO,Task 1,MDB-24-DRL5-BQB6,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse - WA1 - South Guildford,TO,Inbound Pallets (Lifts): 49
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038037,TO,,TO,Task 1,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038037,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038044,TO,,TO,Task 2,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038044,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038073,TO,,TO,Task 3,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038073,Inbound Pallets (Lifts): 4
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038074,TO,,TO,Task 4,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038074,Inbound Pallets (Lifts): 4
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038082,TO,,TO,Task 5,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038082,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038092,TO,,TO,Task 6,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038092,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038098,TO,,TO,Task 7,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038098,Inbound Pallets (Lifts): 12
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038103,TO,,TO,Task 8,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038103,Inbound Pallets (Lifts): 2
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038106,TO,,TO,Task 9,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038106,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038122,TO,,TO,Task 10,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038122,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038123,TO,,TO,Task 11,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038123,Inbound Pallets (Lifts): 2
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038034,TO,,TO,Task 12,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038034,Inbound Pallets (Lifts): 2
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0037977,TO,,TO,Task 13,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0037977,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038094,TO,,TO,Task 14,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038094,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038097,TO,,TO,Task 15,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038097,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038108,TO,,TO,Task 16,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038108,Inbound Pallets (Lifts): 2
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038130,TO,,TO,Task 17,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038130,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038093,TO,,TO,Task 18,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038093,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038089,TO,,TO,Task 19,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038089,Inbound Pallets (Lifts): 1
Chemist Warehouse DC - SOM - Somerton,Chemist Warehouse - WA1 - South Guildford,Inbound,TO0038115,TO,,TO,Task 20,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,Chemist Warehouse DC - SOM - Somerton,TO0038115,Inbound Pallets (Lifts): 1
DPP Pharmaceuticals Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6768629,PO,,PO,Task 21,MDB-24-VJ88-8B6D,Completed,19/02/2024 5:30,Cameron,DPP Pharmaceuticals Pty Ltd,PO6768629,Inbound Pallets (Lifts): 1
Asaleo Personal Care Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6762399,PO,,PO,Task 1,MDB-24-M6ZZ-04ML,Cancelled,,LINFOX,Asaleo Personal Care Pty Ltd,PO6762399,"Inbound Pallets (Lifts): 3, Inbound Cartons (Lifts): 33"
Sandoz Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6690084,PO,,PO,Task 1,MDB-24-G43B-Z54Z,Completed,19/02/2024 9:30,TGE,Sandoz Pty Ltd,PO6690084,Inbound Pallets (Lifts): 1
Arrow Pharmaceuticals Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6740819,PO,,PO,Task 1,MDB-24-XL85-8YQJ,Completed,19/02/2024 9:41,Startrack Express Perth,Arrow Pharmaceuticals Pty Ltd,PO6740819,Inbound Cartons (Lifts): 5
Substance Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6797816,PO,,PO,Task 1,MDB-24-M0M1-XL2S,Completed,19/02/2024 10:17,Startrack Express Perth,Substance Pty Ltd,PO6797816,Inbound Cartons (Lifts): 1
Substance Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,419_PO6797816,ASN,,ASN,Task 2,MDB-24-M0M1-XL2S,Completed,19/02/2024 10:17,Startrack Express Perth,Substance Pty Ltd,419_PO6797816,ASN: 1
GlaxoSmithKline Consumer Healthcare Aust. P/L,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6748040,PO,,PO,Task 1,MDB-24-D506-S193,Completed,19/02/2024 10:30,DHL SUPPLY CHAIN,GlaxoSmithKline Consumer Healthcare Aust. P/L,PO6748040,Inbound Pallets (Lifts): 10
GlaxoSmithKline Consumer Healthcare Aust. P/L,Chemist Warehouse - WA1 - South Guildford,Inbound,1195248378_PO6748040,ASN,,ASN,Task 2,MDB-24-D506-S193,Completed,19/02/2024 10:30,DHL SUPPLY CHAIN,GlaxoSmithKline Consumer Healthcare Aust. P/L,1195248378_PO6748040,ASN: 1
Inova Pharmaceuticals (Aust) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6756990,PO,,PO,Task 3,MDB-24-D506-S193,Completed,19/02/2024 10:30,DHL SUPPLY CHAIN,Inova Pharmaceuticals (Aust) Pty Ltd,PO6756990,Inbound Pallets (Lifts): 1
Inova Pharmaceuticals (Aust) Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,615_PO6756990,ASN,,ASN,Task 4,MDB-24-D506-S193,Completed,19/02/2024 10:30,DHL SUPPLY CHAIN,Inova Pharmaceuticals (Aust) Pty Ltd,615_PO6756990,ASN: 1
Procter & Gamble Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6741580,PO,,PO,Task 1,MDB-24-S0G9-GXM3,Completed,20/02/2024 6:30,TGE,Procter & Gamble Australia Pty Ltd,PO6741580,Inbound Pallets (Lifts): 21
Procter & Gamble Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6741619,PO,,PO,Task 2,MDB-24-S0G9-GXM3,Completed,20/02/2024 6:30,TGE,Procter & Gamble Australia Pty Ltd,PO6741619,Inbound Pallets (Lifts): 7
Procter & Gamble Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,127954355_PO6741619,ASN,,ASN,Task 3,MDB-24-S0G9-GXM3,Completed,20/02/2024 6:30,TGE,Procter & Gamble Australia Pty Ltd,127954355_PO6741619,ASN: 1
Procter & Gamble Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,127954375_PO6741580,ASN,,ASN,Task 4,MDB-24-S0G9-GXM3,Completed,20/02/2024 6:30,TGE,Procter & Gamble Australia Pty Ltd,127954375_PO6741580,ASN: 1
Star Combo Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6477864,PO,,,Task 1,MDB-24-2PPM-YSVB,Completed,20/02/2024 7:00,CTI Logistics,Star Combo Australia Pty Ltd,PO6477864,Inbound Pallets (Lifts): 1
Star Combo Australia Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,24_PO6477864,ASN,,ASN,Task 2,MDB-24-2PPM-YSVB,Completed,20/02/2024 7:00,CTI Logistics,Star Combo Australia Pty Ltd,24_PO6477864,ASN: 1
AbbVie Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6741121,PO,,PO,Task 1,MDB-24-0MXG-Q65D,Completed,20/02/2024 7:15,DHL SUPPLY CHAIN,AbbVie Pty Ltd,PO6741121,Inbound Pallets (Lifts): 1
AbbVie Pty Ltd,Chemist Warehouse - WA1 - South Guildford,Inbound,PO6796650,PO,,PO,Task 2,MDB-24-0MXG-Q65D,Completed,20/02/2024 7:15,DHL SUPPLY CHAIN,AbbVie Pty Ltd,PO6796650,Inbound Pallets (Lifts): 1
